t,0,1,2,3,4,5,6,7,8,9
175,33.98642551923018,50.98642551923018,29.986425519230185,28.986425519230185,35.98642551923018,22.986425519230185,25.986425519230185,43.98642551923018,48.98642551923018,36.98642551923018
180,33.8817552852818,50.8817552852818,30.8817552852818,27.8817552852818,35.8817552852818,23.8817552852818,22.8817552852818,43.8817552852818,48.8817552852818,35.8817552852818
185,33.77760709630314,50.77760709630314,31.777607096303143,27.777607096303143,34.77760709630314,23.777607096303143,24.777607096303143,44.77760709630314,48.77760709630314,35.77760709630314
190,33.67397834858406,50.67397834858406,30.673978348584058,28.673978348584058,34.67397834858406,23.673978348584058,24.673978348584058,44.67397834858406,50.67397834858406,36.67397834858406
195,34.57086645140046,49.57086645140046,30.57086645140046,28.57086645140046,35.57086645140046,22.57086645140046,25.57086645140046,44.57086645140046,49.57086645140046,35.57086645140046
200,34.46826882694955,49.46826882694955,30.468268826949547,28.468268826949547,35.46826882694955,23.468268826949547,24.468268826949547,46.46826882694955,49.46826882694955,35.46826882694955
205,33.36618291028536,50.36618291028536,31.366182910285364,28.366182910285364,35.36618291028536,23.366182910285364,24.366182910285364,45.36618291028536,48.36618291028536,35.36618291028536
210,33.264606149254675,50.264606149254675,31.26460614925468,28.26460614925468,35.264606149254675,23.26460614925468,22.26460614925468,44.264606149254675,49.264606149254675,35.264606149254675
215,33.16353600443317,49.16353600443317,31.163536004433173,27.163536004433173,34.16353600443317,23.163536004433173,22.163536004433173,46.16353600443317,49.16353600443317,35.16353600443317
220,34.062969949061966,50.062969949061966,30.062969949061962,28.062969949061962,34.062969949061966,23.062969949061962,25.062969949061962,46.062969949061966,50.062969949061966,36.062969949061966
225,32.96290546898443,48.96290546898443,29.962905468984427,27.962905468984427,34.96290546898443,22.962905468984427,22.962905468984427,42.96290546898443,48.96290546898443,34.96290546898443
230,32.86334006258335,49.86334006258335,29.86334006258335,26.86334006258335,34.86334006258335,22.86334006258335,22.86334006258335,43.86334006258335,47.86334006258335,34.86334006258335
235,32.76427124071839,48.76427124071839,29.76427124071839,26.76427124071839,34.76427124071839,21.76427124071839,23.76427124071839,44.76427124071839,48.76427124071839,35.76427124071839
240,32.66569652666384,48.66569652666384,28.665696526663837,27.665696526663837,33.66569652666384,21.665696526663837,22.665696526663837,43.66569652666384,49.66569652666384,34.66569652666384
245,33.5676134560467,48.5676134560467,29.567613456046704,26.567613456046704,34.5676134560467,21.567613456046704,21.567613456046704,44.5676134560467,47.5676134560467,35.5676134560467
250,33.47001957678512,49.47001957678512,29.470019576785123,26.470019576785123,34.47001957678512,22.470019576785123,21.470019576785123,45.47001957678512,48.47001957678512,35.47001957678512
255,33.37291244902703,48.37291244902703,28.372912449027023,27.372912449027023,33.37291244902703,22.372912449027023,23.372912449027023,44.37291244902703,47.37291244902703,35.37291244902703
260,32.27628964508916,49.27628964508916,28.276289645089157,27.276289645089157,34.27628964508916,21.276289645089157,22.276289645089157,42.27628964508916,49.27628964508916,34.27628964508916
265,33.180148749396395,49.180148749396395,30.18014874939639,26.18014874939639,34.180148749396395,21.18014874939639,24.18014874939639,45.180148749396395,47.180148749396395,34.180148749396395
270,32.08448735842133,49.08448735842133,28.084487358421327,27.084487358421327,34.08448735842133,21.084487358421327,24.084487358421327,45.08448735842133,49.08448735842133,35.08448735842133
275,32.98930308062421,47.98930308062421,29.98930308062421,26.98930308062421,32.98930308062421,21.98930308062421,20.98930308062421,43.98930308062421,47.98930308062421,33.98930308062421
280,32.89459353639314,48.89459353639314,29.89459353639314,25.89459353639314,33.89459353639314,20.89459353639314,23.89459353639314,41.89459353639314,47.89459353639314,34.89459353639314
285,32.80035635798457,47.80035635798457,29.800356357984565,25.800356357984565,33.80035635798457,21.800356357984565,20.800356357984565,42.80035635798457,47.80035635798457,34.80035635798457
290,32.70658918946413,47.70658918946413,27.706589189464133,25.706589189464133,32.70658918946413,20.706589189464133,23.706589189464133,42.70658918946413,46.70658918946413,33.70658918946413
295,31.613289686647736,48.61328968664773,28.613289686647736,25.613289686647736,33.61328968664773,21.613289686647736,22.613289686647736,43.61328968664773,48.61328968664773,33.61328968664773
300,31.520455517042947,47.52045551704295,28.520455517042947,26.520455517042947,33.52045551704295,21.520455517042947,22.520455517042947,41.52045551704295,46.52045551704295,34.52045551704295
305,32.428084359790695,47.428084359790695,28.428084359790695,25.428084359790695,33.428084359790695,20.428084359790695,21.428084359790695,44.428084359790695,46.428084359790695,34.428084359790695
310,32.33617390560723,48.33617390560723,27.336173905607232,25.336173905607232,33.33617390560723,21.336173905607232,21.336173905607232,43.33617390560723,46.33617390560723,34.33617390560723
315,31.24472185672642,48.24472185672642,27.24472185672642,25.24472185672642,32.24472185672642,20.24472185672642,21.24472185672642,43.24472185672642,47.24472185672642,33.24472185672642
320,31.153725926842274,48.15372592684227,29.153725926842274,26.153725926842274,32.15372592684227,20.153725926842274,21.153725926842274,50.90019973359979,46.15372592684227,34.15372592684227
325,31.063183841051806,48.06318384105181,29.063183841051806,25.063183841051806,39.0,20.063183841051806,21.063183841051806,47.77600946932209,46.06318384105181,33.06318384105181
330,31.973093335798154,47.973093335798154,28.973093335798154,24.973093335798154,39.875311979817056,19.973093335798154,21.973093335798154,50.65243860657155,45.973093335798154,33.973093335798154
335,30.883452158814,46.883452158813995,27.883452158814,25.883452158814,38.7512458437292,19.883452158814,21.883452158814,48.529484056070146,45.883452158813995,32.883452158813995
340,37.92511238758432,47.794258069065236,26.79425806906524,24.79425806906524,39.627798490076565,20.79425806906524,20.79425806906524,48.40714274394773,46.794258069065236,32.794258069065236
345,38.800797870926516,46.705508836695,27.705508836695,25.705508836695,39.504966832668885,20.705508836695,19.705508836695,50.28541161166512,54.95004996668332,32.705508836695
350,37.67710337550719,47.617202242967835,27.617202242967835,25.617202242967835,38.382747800708316,20.617202242967835,20.617202242967835,50.16428761593767,54.825611073330876,33.617202242967835
355,37.55402580895752,46.52933608021431,28.52933608021431,25.52933608021431,38.261138338712705,20.52933608021431,21.52933608021431,47.04376772865917,54.70179282154827,32.52933608021431
360,37.43156209433192,46.44190815177578,26.441908151775777,25.441908151775777,39.14013540643916,20.441908151775777,22.441908151775777,47.92384893682617,52.57859211587274,32.44190815177578
365,38.30970917003117,47.35491627194947,27.35491627194947,25.35491627194947,39.01973597880808,19.35491627194947,20.35491627194947,46.804528242462624,53.45600587628025,33.35491627194947
370,37.188463989725804,46.26835826593387,28.268358265933866,25.268358265933866,37.8999370458275,19.268358265933866,19.268358265933866,47.68580266254496,53.33403103810842,32.26835826593387
375,38.06782352227999,47.18223196977431,28.182231969774307,25.182231969774307,37.78073561251785,20.182231969774307,19.182231969774307,47.56766922892749,53.21266455197994,32.18223196977431
380,37.94778475167577,47.096535230308895,28.096535230308895,24.096535230308895,37.662128698837094,26.900199733599788,20.096535230308895,46.450124988268236,54.09190338372633,40.90019973359979
385,37.82834467693762,47.01126590511469,28.01126590511469,24.01126590511469,38.54411333960621,27.77600946932209,20.01126590511469,48.33316700195505,51.971744514312114,40.77600946932209
390,36.70950031205746,45.92642186245412,27.926421862454117,23.926421862454117,37.42668658443509,26.652438606571547,18.926421862454117,49.21679234603218,53.852184939759276,39.65243860657155
395,37.591248685919965,45.84200098122169,25.84200098122169,24.84200098122169,38.30984549764871,26.52948405607015,30.0,49.10099811112717,52.73322167107224,39.529484056070146
400,36.47358684222833,46.75800115089098,25.758001150890983,24.758001150890983,38.193587158213816,27.407142743947734,27.87531197981706,47.985781402378116,51.61485173416308,40.40714274394773
405,36.35651183943034,46.674420271461855,26.67442027146186,24.67442027146186,38.077908659665894,27.28541161166512,27.7512458437292,46.8711393393613,51.497072169777226,39.28541161166512
410,37.24002075064482,46.591256253407984,25.591256253407984,23.591256253407984,37.96280711003644,26.164287615937667,29.627798490076565,45.757069056019176,52.37988003341941,39.16428761593767
415,36.12411066358848,46.50850701762457,27.50850701762457,24.50850701762457,36.848279631780706,27.04376772865917,29.50496683266888,45.64356770058871,51.26327239528014,40.04376772865917
420,36.00877868050311,45.42617049537642,26.426170495376418,24.426170495376418,36.73432336170579,25.923848936826168,26.382747800708316,45.53063243553012,53.14724634016238,38.92384893682617
425,36.89402191808314,45.34424462824619,25.344244628246184,24.344244628246184,36.62093545089898,25.804528242462624,29.261138338712705,48.418260437455885,51.03179896740872,38.804528242462624
430,35.77983750740351,45.26272736808291,25.262727368082913,24.262727368082913,37.50811306465664,26.68580266254496,28.14013540643916,45.30644889706021,51.9169273908288,38.68580266254496
435,36.66622259384802,46.18161667695087,27.181616676950867,24.181616676950867,37.39585338241321,25.567669228927492,27.01973597880808,47.195195019048754,52.80262873862726,38.56766922892749
440,35.553174337037916,46.10091052707854,25.100910527078536,24.100910527078536,37.28415359767078,25.450124988268236,27.8999370458275,46.08449602206878,52.688900153331815,38.450124988268236
445,35.440689910760874,46.02060690080797,25.02060690080797,24.02060690080797,37.173010917928934,26.33316700195505,28.78073561251785,47.97434913863958,52.57573879172192,38.33316700195505
450,36.328766502900386,45.94070379054433,26.940703790544333,22.940703790544333,36.06242256461489,25.216792346032182,25.662128698837094,44.86475161508335,51.46314182475764,39.21679234603218
455,36.217401315365436,45.861199198705705,25.861199198705705,22.861199198705705,35.95238577301403,25.10099811112717,27.544113339606216,46.755700711456285,52.35110643750893,38.10099811112717
460,35.10659156402052,45.78209113767315,25.78209113767315,23.78209113767315,36.84289779220086,24.985781402378116,27.426686584435085,47.64719370148012,52.23962982908529,38.985781402378116
465,34.99633447861609,45.70337762974102,35.0,23.70337762974102,35.73395588497014,25.8711393393613,25.309845497648706,44.53922787247396,51.12870921256568,38.8711393393613
470,34.886627302719276,44.62505670706752,34.875311979817056,22.62505670706752,35.62555732776853,25.757069056019176,28.19358715821382,44.431800525286434,52.018341814928924,38.757069056019176
475,34.77746729364496,53.92511238758432,35.7512458437292,22.5471264116255,35.51769941062645,24.64356770058871,27.077908659665894,47.324908974228286,49.90852487698433,38.64356770058871
480,34.668851722387224,53.800797870926516,33.627798490076565,23.469584795153523,35.41037943709034,24.53063243553012,27.962807110036433,47.218550547005165,51.79925565330274,37.53063243553012
485,34.56077787355114,53.67710337550719,33.504966832668885,22.39242991910713,36.30359472415528,24.418260437455885,24.848279631780706,45.112722584650854,51.69053141214785,38.418260437455885
490,34.45324304528485,53.55402580895752,34.382747800708316,32.95004996668332,35.19734260219789,24.306448897060207,27.734323361705787,44.00742244146079,49.582349435407984,38.30644889706021
495,35.346244549212045,54.43156209433192,35.261138338712705,31.825611073330876,36.09162041490959,24.195195019048754,27.620935450898987,46.902647484925886,50.474707018528086,38.195195019048754
500,35.23977971036476,53.30970917003117,33.14013540643916,31.701792821548263,34.98642551923018,24.084496022068773,24.50811306465664,45.79839509566679,51.367601470442125,38.08449602206878
505,34.13384586711647,54.188463989725804,33.01973597880808,31.57859211587274,34.8817552852818,24.974349138639578,24.395853382413204,46.69466266736834,51.261030113505825,37.97434913863958
510,35.02844037111558,53.06782352227999,34.8999370458275,31.45600587628025,35.77760709630314,24.86475161508335,27.284153597670784,46.591447606714425,50.154990283429704,36.86475161508335
515,33.9235605872192,53.94778475167577,33.78073561251785,32.33403103810842,34.67397834858406,23.75570071145629,24.173010917928938,46.48874733332314,51.0494793292125,37.755700711456285
520,33.81920389342727,53.82834467693762,34.662128698837094,31.21266455197994,34.57086645140046,23.647193701480123,27.062422564614888,44.38655927968232,48.944494613074845,36.64719370148012
525,33.71536768081701,52.70950031205746,32.54411333960621,31.091903383726336,34.46826882694955,23.53922787247396,26.952385773014033,43.28488089108529,48.84003351039338,36.53922787247396
530,33.6120493534777,53.591248685919965,34.42668658443509,30.971744514312114,35.36618291028536,24.431800525286437,25.842897792200862,46.18370962556703,50.7360934096351,37.431800525286434
535,33.509246328445776,53.47358684222833,32.30984549764871,31.852184939759276,34.264606149254675,24.324908974228286,26.733955884970147,45.08304295384066,49.63267171229206,37.324908974228286
540,33.40695603564025,52.35651183943034,33.193587158213816,31.73322167107224,34.16353600443317,23.21855054700517,25.625557327768533,42.98287835923413,49.52976583281645,36.218550547005165
545,33.30517591779847,52.24002075064482,32.077908659665894,31.614851734163082,35.062969949061966,24.112722584650857,23.517699410626445,42.883213337627346,48.42737319855591,36.112722584650854
550,34.20390343041221,52.12411066358848,31.962807110036433,31.497072169777223,33.96290546898443,24.007422441460786,23.410379437090338,42.7840453973896,50.32549124968928,36.00742244146079
555,34.10313604166399,53.00877868050311,31.848279631780706,31.379880033419415,34.86334006258335,22.902647484925886,24.303594724155282,42.685372059317196,48.2241174391625,36.902647484925886
560,34.00287123236385,51.89402191808314,32.73432336170579,31.263272395280143,34.76427124071839,22.798395095666795,23.197342602197896,43.58719085657157,50.12324923262504,35.79839509566679
565,33.90310649588635,51.77983750740351,32.62093545089898,31.147246340162383,33.66569652666384,22.69466266736834,24.091620414909592,45.489499334617506,50.02288410836648,36.69466266736834
570,32.80383933810785,51.66622259384802,31.50811306465664,31.03179896740872,33.5676134560467,22.59144760671442,24.986425519230185,42.3922950511619,48.92301955725349,36.591447606714425
575,32.705067277344256,51.553174337037916,31.395853382413204,30.916927390828807,33.47001957678512,23.48874733332314,23.8817552852818,45.29557557609259,47.82365308266709,35.48874733332314
580,32.60678784428892,52.440689910760874,32.28415359767078,30.80262873862726,34.37291244902703,23.386559279682317,24.777607096303143,45.19933849141765,49.724782200440245,35.38655927968232
585,32.508998581950856,52.328766502900386,31.173010917928938,29.68890015333182,34.27628964508916,22.284880891085287,25.673978348584058,43.10358139120497,49.62640443879574,35.28488089108529
590,33.41169704559344,52.217401315365436,33.06242256461489,30.575738791721918,34.180148749396395,22.183709625567037,25.57086645140046,44.00830188152205,47.528517338284416,35.18370962556703
595,32.3148808026732,52.10659156402052,32.95238577301403,29.46314182475764,34.08448735842133,23.083042953840664,24.468268826949547,43.91349758037619,47.43111845172365,35.08304295384066
600,32.218547432779005,51.99633447861609,32.84289779220086,30.351106437508932,33.98930308062421,21.982878359234128,22.366182910285364,41.8191661176549,47.33420534413622,35.98287835923413
605,32.122694527571596,50.886627302719276,32.73395588497014,30.239629829085285,33.89459353639314,22.883213337627346,25.26460614925468,42.72530513506673,47.237775592689395,35.883213337627346
610,32.02731969072336,50.77746729364496,32.62555732776853,29.128709212565678,32.80035635798457,22.784045397389598,25.163536004433173,44.63191228608221,48.14182678663435,34.7840453973896
615,32.93242053785839,51.668851722387224,30.517699410626445,30.018341814928924,33.70658918946413,22.685372059317196,24.062969949061962,43.53898523587526,48.04635652724594,35.685372059317196
620,32.83799469649293,51.56077787355114,30.410379437090338,28.90852487698433,33.61328968664773,22.587190856571564,24.962905468984427,41.44652166126478,47.9513624277627,34.58719085657157
625,31.74403980597603,50.45324304528485,30.303594724155282,28.799255653302733,32.52045551704295,22.48949933461751,23.86334006258335,42.35451925065658,48.856842113327225,34.489499334617506
630,31.650553517430538,50.346244549212045,30.197342602197896,29.690531412147852,33.428084359790695,22.392295051161902,23.76427124071839,41.262975703985624,47.762793220926696,35.3922950511619
635,31.557533493694358,51.23977971036476,31.091620414909592,28.582349435407984,32.33617390560723,21.295575576092585,22.665696526663837,48.92511238758432,46.66921339933393,35.29557557609259
640,32.46497740926206,50.13384586711647,29.986425519230185,28.474707018528086,32.24472185672642,21.199338491417652,21.567613456046704,47.800797870926516,47.5761003090485,34.19933849141765
645,31.372882950226717,51.02844037111558,31.8817552852818,28.36760147044213,33.15372592684227,21.103581391204973,21.470019576785123,47.67710337550719,46.4834516222383,35.10358139120497
650,32.281247814222056,50.9235605872192,29.777607096303143,29.261030113505825,40.0,22.00830188152205,23.372912449027023,49.55402580895752,46.39126502268133,34.00830188152205
655,31.190069710364888,50.81920389342727,30.673978348584058,29.154990283429704,38.875311979817056,20.913497580376184,23.276289645089157,50.43156209433192,46.29953820570782,33.91349758037619
660,31.09934635919788,50.71536768081701,29.57086645140046,29.0494793292125,39.7512458437292,20.819166117654905,22.18014874939639,47.30970917003117,47.20826887814254,34.8191661176549
665,32.00907549263253,50.6120493534777,30.468268826949547,28.944494613074845,39.627798490076565,20.725305135066733,22.084487358421327,49.188463989725804,47.117454758247575,34.72530513506673
670,31.919254853892475,49.509246328445776,30.366182910285364,28.840033510393383,39.504966832668885,20.631912286082216,20.98930308062421,48.06782352227999,46.02709357566518,33.63191228608221
675,37.97501249583438,50.40695603564025,29.26460614925468,28.7360934096351,39.382747800708316,21.538985235875263,20.89459353639314,46.94778475167577,45.93718307136108,34.53898523587526
680,37.85044910134838,49.30517591779847,29.163536004433173,28.63267171229206,38.261138338712705,21.44652166126478,22.800356357984565,46.82834467693762,45.847720997568004,33.44652166126478
685,38.72650696938422,49.20390343041221,31.062969949061962,28.529765832816448,39.14013540643916,20.354519250656583,23.706589189464133,48.70950031205746,46.758705117729434,34.35451925065658
690,38.60318300138213,49.10313604166399,28.962905468984427,27.427373198555916,39.01973597880808,21.262975703985624,23.613289686647736,46.591248685919965,54.90019973359979,34.262975703985624
695,38.480474114236486,49.00287123236385,30.86334006258335,27.325491249689275,38.8999370458275,21.171888732658456,23.520455517042947,49.47358684222833,53.77600946932209,33.17188873265846
700,37.35837724021873,49.90310649588635,29.76427124071839,28.224117439162494,38.78073561251785,21.08125605949606,21.428084359790695,49.35651183943034,52.65243860657155,33.081256059496056
705,37.23688932690065,49.80383933810785,29.665696526663837,28.12324923262504,37.662128698837094,20.991075418676886,22.336173905607232,47.24002075064482,54.529484056070146,33.991075418676886
710,38.116007337078074,48.705067277344256,28.567613456046704,27.02288410836648,37.54411333960621,20.90134455568021,22.24472185672642,47.12411066358848,52.40714274394773,32.90134455568021
715,36.995728248694974,48.60678784428892,28.470019576785123,26.92301955725349,37.42668658443509,20.812061227229794,20.153725926842274,46.00877868050311,53.28541161166512,33.81206122722979
720,37.87604905476787,49.508998581950856,30.372912449027023,26.823653082667093,38.30984549764871,19.72322320123777,20.063183841051806,46.89402191808314,54.16428761593767,32.72322320123777
725,36.75696676331067,48.41169704559344,30.276289645089157,26.72478220044024,37.193587158213816,19.634828256748857,20.973093335798154,46.77983750740351,53.04376772865917,32.63482825674886
730,36.6384783972599,48.3148808026732,30.18014874939639,27.62640443879574,37.077908659665894,20.54687418388485,22.883452158814,48.66622259384802,52.92384893682617,33.54687418388485
735,36.52058099440024,49.218547432779005,29.084487358421327,27.528517338284413,37.96280711003644,19.459358783789337,20.79425806906524,46.553174337037916,51.804528242462624,32.45935878378934
740,37.40327160729047,48.122694527571596,29.98930308062421,27.431118451723652,36.848279631780706,20.372279868572765,20.705508836695,45.440689910760874,51.68580266254496,33.37227986857276
745,36.286547303189806,49.02731969072336,27.89459353639314,26.334205344136226,37.73432336170579,20.285635261257713,21.617202242967835,47.328766502900386,53.56766922892749,32.28563526125771
750,37.170405163984555,47.93242053785839,28.800356357984565,27.237775592689395,36.62093545089898,20.199422795724487,19.52933608021431,47.217401315365436,51.450124988268236,32.19942279572449
755,37.0548422861152,47.83799469649293,28.706589189464133,27.141826786634347,37.50811306465664,26.925112387584324,20.441908151775777,47.10659156402052,52.33316700195505,39.92511238758432
760,36.93985578050378,48.74403980597603,27.613289686647736,26.04635652724594,37.39585338241321,26.800797870926516,21.35491627194947,46.99633447861609,52.21679234603218,40.800797870926516
765,35.825442772481644,47.65055351743054,27.520455517042947,25.951362427762707,37.28415359767078,26.67710337550719,22.268358265933866,47.886627302719276,51.10099811112717,40.67710337550719
770,35.711600401717654,47.55753349369436,29.428084359790695,25.856842113327225,37.173010917928934,26.55402580895752,21.182231969774307,47.77746729364496,50.985781402378116,40.55402580895752
775,35.598325822146606,47.46497740926206,29.336173905607232,26.7627932209267,37.06242256461489,26.431562094331927,19.096535230308895,47.668851722387224,51.8711393393613,39.43156209433192
780,36.4856162018981,48.37288295022672,27.24472185672642,25.669213399333927,36.95238577301403,27.309709170031173,20.01126590511469,44.56077787355114,50.757069056019176,39.30970917003117
785,35.37346872322578,48.281247814222056,27.153725926842274,25.576100309048496,36.84289779220086,26.1884639897258,20.926421862454117,47.45324304528485,50.64356770058871,39.188463989725804
790,35.26188058243682,47.19006971036489,27.063183841051806,25.4834516222383,36.73395588497014,27.067823522279987,29.0,47.346244549212045,52.53063243553012,40.06782352227999
795,36.15084898982189,48.09934635919788,26.973093335798154,26.39126502268133,36.62555732776853,25.947784751675766,27.87531197981706,44.23977971036476,52.418260437455885,38.94778475167577
800,36.0403711695854,47.00907549263253,28.883452158814,26.299538205707815,36.51769941062645,25.82834467693762,27.7512458437292,46.13384586711647,50.30644889706021,39.82834467693762
805,34.93044435977609,47.919254853892475,27.79425806906524,26.20826887814254,36.41037943709034,25.709500312057454,29.627798490076565,44.02844037111558,52.195195019048754,39.70950031205746
810,35.82106581221798,47.82988219745705,28.705508836695,26.117454758247572,35.30359472415528,25.591248685919965,26.50496683266888,43.9235605872192,52.08449602206878,39.591248685919965
815,35.7122327924417,46.740955289005214,27.617202242967835,26.027093575665177,36.19734260219789,26.47358684222833,28.382747800708316,46.81920389342727,50.97434913863958,38.47358684222833
820,35.603942579616074,46.652471905359604,27.52933608021431,25.937183071361083,36.09162041490959,26.35651183943034,29.261138338712705,46.71536768081701,50.86475161508335,38.35651183943034
825,34.49619246648014,46.56442983443104,26.441908151775777,25.847720997568,34.98642551923018,25.240020750644817,28.14013540643916,46.6120493534777,50.755700711456285,39.24002075064482
830,34.38897975927546,46.47682687516314,27.35491627194947,25.75870511772943,35.8817552852818,25.124110663588482,26.01973597880808,45.509246328445776,50.64719370148012,38.12411066358848
835,34.28230177767878,46.38966083747738,26.268358265933866,24.670133206443737,34.77760709630314,25.008778680503116,26.8999370458275,44.40695603564025,50.53922787247396,39.00877868050311
840,35.176155854734986,46.30292954221826,28.182231969774307,24.582003049408524,35.67397834858406,25.89402191808314,28.78073561251785,44.30517591779847,49.431800525286434,37.89402191808314
845,34.070539336790496,46.21663082109889,27.096535230308895,24.494312443365274,35.57086645140046,24.779837507403514,25.662128698837094,43.20390343041221,49.324908974228286,37.77983750740351
850,34.965449583426846,47.130762516646755,27.01126590511469,25.407059196044276,35.46826882694955,24.666222593848023,25.544113339606216,43.10313604166399,51.218550547005165,38.66622259384802
